trans_hour,purchase_category,city_population,purchase_city_lat,purchase_city_long,amount,age,occupation,merchant_name,is_fraud
1,12,299480,45.6892,-122.6616,694.91,35,153,351,1
1,11,42817,45.4093,-122.6847,952.53,38,130,604,1
15,11,4878,20.0827,-155.488,979.57,54,129,463,1
22,4,4878,20.0827,-155.488,306.85,54,129,639,1
22,4,4878,20.0827,-155.488,293.98,54,129,599,1
23,8,4878,20.0827,-155.488,784.55,54,129,328,1
0,2,841711,45.5303,-122.7033,12.4,57,12,338,1
2,2,841711,45.5303,-122.7033,9.31,57,12,132,1
3,2,841711,45.5303,-122.7033,8.2,57,12,23,1
3,2,841711,45.5303,-122.7033,7.65,57,12,233,1
3,4,841711,45.5303,-122.7033,314.36,57,12,450,1
22,8,841711,45.5303,-122.7033,897.8,57,12,154,1
22,11,841711,45.5303,-122.7033,993.91,57,12,424,1
23,11,841711,45.5303,-122.7033,1078.15,57,12,192,1
3,4,841711,45.5303,-122.7033,304.03,57,12,460,1
22,8,841711,45.5303,-122.7033,716.45,57,12,77,1
23,11,841711,45.5303,-122.7033,1042.2,57,12,498,1
23,12,841711,45.5303,-122.7033,865.11,57,12,176,1
15,5,92043,34.0287,-118.4924,19.02,59,4,617,1
22,13,92043,34.0287,-118.4924,9.25,59,4,298,1
23,11,92043,34.0287,-118.4924,1130.56,59,4,433,1
1,4,92043,34.0287,-118.4924,285.44,59,4,684,1
22,12,92043,34.0287,-118.4924,914.18,59,4,185,1
23,11,92043,34.0287,-118.4924,955.39,59,4,155,1
23,8,92043,34.0287,-118.4924,720.24,59,4,474,1
23,11,92043,34.0287,-118.4924,990.7,59,4,155,1
23,8,92043,34.0287,-118.4924,931.63,59,4,478,1
0,9,1789,41.1558,-101.136,714.17,38,103,625,1
22,12,1789,41.1558,-101.136,1043.4,38,103,397,1
23,12,1789,41.1558,-101.136,1079.08,38,103,128,1
23,1,1789,41.1558,-101.136,127.17,38,103,94,1
23,7,1789,41.1558,-101.136,22.62,38,103,640,1
23,5,1789,41.1558,-101.136,20.84,38,103,352,1
2,11,1789,41.1558,-101.136,1107.33,38,103,177,1
2,11,1789,41.1558,-101.136,882.83,38,103,1,1
2,4,1789,41.1558,-101.136,358.55,38,103,483,1
2,12,1789,41.1558,-101.136,1051.31,38,103,548,1
20,7,1789,41.1558,-101.136,20.67,38,103,235,1
22,13,1789,41.1558,-101.136,10.62,38,103,51,1
23,0,1789,41.1558,-101.136,510.36,38,103,171,1
23,5,1789,41.1558,-101.136,22.93,38,103,186,1
23,7,1789,41.1558,-101.136,18.74,38,103,299,1
0,8,6703,38.3511,-91.4867,838.98,22,123,119,1
0,4,6703,38.3511,-91.4867,313.0,22,123,459,1
1,4,6703,38.3511,-91.4867,262.6,22,123,450,1
3,4,6703,38.3511,-91.4867,331.19,22,123,639,1
3,4,6703,38.3511,-91.4867,315.01,22,123,477,1
22,11,6703,38.3511,-91.4867,1125.06,22,123,236,1
22,11,6703,38.3511,-91.4867,1046.78,22,123,180,1
23,11,6703,38.3511,-91.4867,1185.77,22,123,433,1
23,12,6703,38.3511,-91.4867,909.85,22,123,548,1
1,4,6703,38.3511,-91.4867,288.8,22,123,445,1
2,4,6703,38.3511,-91.4867,302.2,22,123,684,1
3,4,6703,38.3511,-91.4867,314.26,22,123,173,1
22,11,6703,38.3511,-91.4867,1035.66,22,123,1,1
0,11,241,42.73,-104.7024,1025.76,40,82,44,1
20,5,241,42.73,-104.7024,22.55,40,82,577,1
22,10,241,42.73,-104.7024,20.28,40,82,369,1
23,10,241,42.73,-104.7024,19.55,40,82,407,1
1,11,241,42.73,-104.7024,866.33,40,82,347,1
2,12,241,42.73,-104.7024,939.78,40,82,527,1
23,10,241,42.73,-104.7024,21.78,40,82,407,1
2,12,1745,41.6414,-96.5232,1319.97,47,10,265,1
22,10,1745,41.6414,-96.5232,15.99,47,10,670,1
23,13,1745,41.6414,-96.5232,9.82,47,10,242,1
1,4,1745,41.6414,-96.5232,345.96,47,10,661,1
1,11,1745,41.6414,-96.5232,1000.46,47,10,523,1
2,11,1745,41.6414,-96.5232,1019.77,47,10,6,1
3,2,1745,41.6414,-96.5232,12.78,47,10,648,1
13,6,1745,41.6414,-96.5232,279.58,47,10,86,1
0,4,519,40.4931,-91.8912,318.03,54,158,106,1
0,4,519,40.4931,-91.8912,335.75,54,158,327,1
22,8,519,40.4931,-91.8912,996.21,54,158,263,1
22,8,519,40.4931,-91.8912,810.84,54,158,591,1
23,4,519,40.4931,-91.8912,299.83,54,158,637,1
23,8,519,40.4931,-91.8912,760.8,54,158,511,1
17,8,519,40.4931,-91.8912,922.33,54,158,153,1
22,12,519,40.4931,-91.8912,785.58,54,158,514,1
23,12,519,40.4931,-91.8912,881.81,54,158,138,1
23,6,519,40.4931,-91.8912,418.14,54,158,3,1
23,11,519,40.4931,-91.8912,875.2,54,158,123,1
0,4,1925,32.274,-104.0914,341.76,68,82,88,1
1,2,1925,32.274,-104.0914,23.27,68,82,183,1
3,2,1925,32.274,-104.0914,17.8,68,82,505,1
19,8,1925,32.274,-104.0914,802.1,68,82,538,1
22,11,1925,32.274,-104.0914,1076.63,68,82,61,1
22,0,1925,32.274,-104.0914,580.52,68,82,25,1
23,10,1925,32.274,-104.0914,53.26,68,82,539,1
13,11,1925,32.274,-104.0914,981.48,68,82,391,1
22,11,1925,32.274,-104.0914,965.6,68,82,225,1
22,8,1925,32.274,-104.0914,790.95,68,82,468,1
23,11,1925,32.274,-104.0914,976.1,68,82,268,1
0,4,28278,45.3099,-122.9685,312.74,43,142,445,1
11,4,28278,45.3099,-122.9685,305.28,43,142,639,1
23,11,28278,45.3099,-122.9685,998.47,43,142,225,1
0,2,28278,45.3099,-122.9685,11.0,43,142,140,1
2,4,28278,45.3099,-122.9685,306.41,43,142,224,1
11,4,28278,45.3099,-122.9685,286.88,43,142,412,1
12,11,28278,45.3099,-122.9685,949.25,43,142,61,1
22,8,28278,45.3099,-122.9685,656.66,43,142,119,1
23,8,28278,45.3099,-122.9685,892.22,43,142,41,1
1,0,84106,43.6498,-116.4306,429.9,49,104,632,1
22,10,84106,43.6498,-116.4306,18.52,49,104,339,1
0,8,84106,43.6498,-116.4306,940.42,49,104,525,1
2,4,84106,43.6498,-116.4306,334.45,49,104,71,1
2,11,84106,43.6498,-116.4306,954.32,49,104,225,1
22,13,1631,40.1362,-95.2138,8.49,67,49,417,1
22,8,1631,40.1362,-95.2138,710.45,67,49,178,1
22,9,1631,40.1362,-95.2138,48.95,67,49,382,1
23,11,1631,40.1362,-95.2138,995.71,67,49,424,1
23,4,1631,40.1362,-95.2138,344.55,67,49,122,1
0,4,1631,40.1362,-95.2138,312.69,67,49,88,1
0,2,1631,40.1362,-95.2138,19.23,67,49,387,1
14,11,1631,40.1362,-95.2138,918.25,67,49,631,1
16,13,1631,40.1362,-95.2138,1.99,67,49,502,1
17,11,1631,40.1362,-95.2138,904.82,67,49,61,1
20,11,1631,40.1362,-95.2138,990.11,67,49,346,1
23,4,1631,40.1362,-95.2138,305.08,67,49,327,1
23,11,1631,40.1362,-95.2138,1050.34,67,49,463,1
23,12,1631,40.1362,-95.2138,914.68,67,49,474,1
23,11,1631,40.1362,-95.2138,928.08,67,49,225,1
0,4,171170,34.5715,-118.0231,281.59,57,62,661,1
0,3,171170,34.5715,-118.0231,7.88,57,62,42,1
8,4,171170,34.5715,-118.0231,277.62,57,62,62,1
15,8,171170,34.5715,-118.0231,854.39,57,62,494,1
20,11,171170,34.5715,-118.0231,969.19,57,62,155,1
22,8,171170,34.5715,-118.0231,732.99,57,62,307,1
22,4,171170,34.5715,-118.0231,278.34,57,62,133,1
3,4,171170,34.5715,-118.0231,257.23,57,62,595,1
22,8,171170,34.5715,-118.0231,898.89,57,62,673,1
23,11,171170,34.5715,-118.0231,1038.25,57,62,155,1
23,11,171170,34.5715,-118.0231,963.73,57,62,97,1
1,8,8874,33.3305,-105.6933,809.83,20,109,438,1
22,11,8874,33.3305,-105.6933,914.35,20,109,365,1
22,9,8874,33.3305,-105.6933,9.1,20,109,630,1
0,4,8874,33.3305,-105.6933,299.29,20,109,477,1
1,4,8874,33.3305,-105.6933,312.03,20,109,169,1
2,4,8874,33.3305,-105.6933,251.36,20,109,595,1
3,2,8874,33.3305,-105.6933,12.08,20,109,355,1
3,4,467,38.5319,-93.9221,334.14,70,47,445,1
22,8,467,38.5319,-93.9221,851.6,70,47,458,1
22,11,467,38.5319,-93.9221,911.81,70,47,403,1
22,11,8874,33.3305,-105.6933,966.17,20,109,123,1
23,9,467,38.5319,-93.9221,49.16,70,47,332,1
23,0,467,38.5319,-93.9221,620.39,70,47,573,1
23,11,8874,33.3305,-105.6933,1008.56,20,109,270,1
23,9,8874,33.3305,-105.6933,7.9,20,109,102,1
3,12,59705,34.1248,-117.9031,777.41,37,66,467,1
3,4,59705,34.1248,-117.9031,369.54,37,66,173,1
0,8,59705,34.1248,-117.9031,771.44,37,66,663,1
0,4,6910,36.741,-108.351,292.1,64,151,173,1
2,4,59705,34.1248,-117.9031,371.94,37,66,684,1
3,11,59705,34.1248,-117.9031,1030.02,37,66,528,1
3,12,59705,34.1248,-117.9031,808.35,37,66,323,1
15,13,59705,34.1248,-117.9031,11.76,37,66,492,1
22,11,6910,36.741,-108.351,1203.92,64,151,268,1
22,4,6910,36.741,-108.351,307.77,64,151,327,1
22,6,59705,34.1248,-117.9031,244.33,37,66,3,1
22,8,6910,36.741,-108.351,933.69,64,151,241,1
23,10,59705,34.1248,-117.9031,22.16,37,66,254,1
23,7,59705,34.1248,-117.9031,22.4,37,66,501,1
23,8,6910,36.741,-108.351,902.71,64,151,190,1
23,11,6910,36.741,-108.351,997.8,64,151,270,1
23,7,59705,34.1248,-117.9031,19.89,37,66,404,1
12,12,6910,36.741,-108.351,943.71,64,151,200,1
12,11,6910,36.741,-108.351,903.87,64,151,142,1
22,11,6910,36.741,-108.351,984.59,64,151,578,1
23,11,6910,36.741,-108.351,1128.66,64,151,155,1
11,12,35371,41.4247,-105.4781,1029.47,32,27,8,1
5,0,35371,41.4247,-105.4781,509.77,32,27,321,1
0,4,2693,36.5276,-93.9359,302.65,52,11,526,1
2,4,2693,36.5276,-93.9359,301.73,52,11,553,1
22,12,2693,36.5276,-93.9359,959.44,52,11,509,1
20,8,2693,36.5276,-93.9359,902.67,52,11,297,1
22,4,2693,36.5276,-93.9359,318.43,52,11,537,1
22,10,2693,36.5276,-93.9359,17.05,52,11,407,1
22,8,2693,36.5276,-93.9359,790.28,52,11,134,1
22,9,2693,36.5276,-93.9359,8.29,52,11,126,1
22,1,2693,36.5276,-93.9359,118.24,52,11,240,1
23,11,2693,36.5276,-93.9359,991.2,52,11,89,1
16,7,1661,33.6401,-116.5567,21.09,32,43,672,1
22,12,1661,33.6401,-116.5567,1001.85,32,43,185,1
23,10,1661,33.6401,-116.5567,21.87,32,43,585,1
23,1,1661,33.6401,-116.5567,125.67,32,43,168,1
0,3,247,36.1486,-105.6648,15.48,59,50,481,1
1,4,247,36.1486,-105.6648,330.98,59,50,106,1
3,4,1661,33.6401,-116.5567,321.16,32,43,381,1
5,4,1661,33.6401,-116.5567,379.57,32,43,637,1
12,13,247,36.1486,-105.6648,1.78,59,50,655,1
15,11,247,36.1486,-105.6648,957.37,59,50,79,1
20,11,247,36.1486,-105.6648,952.33,59,50,123,1
22,11,247,36.1486,-105.6648,917.14,59,50,221,1
23,7,1661,33.6401,-116.5567,20.71,32,43,273,1
23,1,1661,33.6401,-116.5567,93.87,32,43,96,1
22,12,247,36.1486,-105.6648,842.07,59,50,176,1
22,10,247,36.1486,-105.6648,51.86,59,50,452,1
0,3,464,39.2048,-94.0259,13.65,61,70,536,1
1,4,1312922,33.8155,-112.1202,306.95,21,75,450,1
2,4,1312922,33.8155,-112.1202,335.95,21,75,471,1
15,4,464,39.2048,-94.0259,298.14,61,70,158,1
16,11,464,39.2048,-94.0259,1019.51,61,70,472,1
22,8,464,39.2048,-94.0259,823.42,61,70,457,1
22,10,464,39.2048,-94.0259,52.83,61,70,513,1
23,11,1312922,33.8155,-112.1202,873.29,21,75,565,1
23,13,1312922,33.8155,-112.1202,8.14,21,75,465,1
23,4,464,39.2048,-94.0259,348.09,61,70,503,1
23,4,464,39.2048,-94.0259,319.27,61,70,445,1
23,8,1312922,33.8155,-112.1202,708.51,21,75,511,1
23,8,464,39.2048,-94.0259,806.79,61,70,74,1
0,2,464,39.2048,-94.0259,17.45,61,70,461,1
0,8,1312922,33.8155,-112.1202,870.55,21,75,74,1
0,4,1312922,33.8155,-112.1202,290.0,21,75,444,1
0,8,1312922,33.8155,-112.1202,850.16,21,75,154,1
0,2,464,39.2048,-94.0259,19.04,61,70,183,1
1,2,464,39.2048,-94.0259,18.46,61,70,293,1
1,2,1312922,33.8155,-112.1202,7.23,21,75,293,1
2,4,1312922,33.8155,-112.1202,284.76,21,75,88,1
3,3,1312922,33.8155,-112.1202,8.52,21,75,627,1
20,8,464,39.2048,-94.0259,863.5,61,70,478,1
22,7,1312922,33.8155,-112.1202,20.61,21,75,541,1
22,6,464,39.2048,-94.0259,372.73,61,70,266,1
22,12,1312922,33.8155,-112.1202,854.43,21,75,561,1
22,13,1312922,33.8155,-112.1202,10.18,21,75,647,1
23,8,464,39.2048,-94.0259,830.7,61,70,63,1
23,11,1312922,33.8155,-112.1202,802.42,21,75,49,1
0,4,17047,33.5494,-111.9565,295.82,85,55,367,1
1,4,17047,33.5494,-111.9565,285.48,85,55,287,1
7,2,17047,33.5494,-111.9565,8.65,85,55,482,1
15,11,17047,33.5494,-111.9565,929.11,85,55,6,1
20,12,17047,33.5494,-111.9565,949.65,85,55,658,1
22,8,17047,33.5494,-111.9565,768.25,85,55,690,1
22,8,17047,33.5494,-111.9565,928.76,85,55,74,1
23,11,17047,33.5494,-111.9565,1008.11,85,55,270,1
23,12,17047,33.5494,-111.9565,1093.63,85,55,5,1
2,4,17047,33.5494,-111.9565,314.74,85,55,483,1
17,4,17047,33.5494,-111.9565,290.22,85,55,106,1
22,11,17047,33.5494,-111.9565,1015.71,85,55,142,1
20,11,837792,47.5412,-122.275,1041.54,84,150,268,1
22,4,837792,47.5412,-122.275,322.47,84,150,158,1
22,8,837792,47.5412,-122.275,832.55,84,150,511,1
23,11,837792,47.5412,-122.275,980.71,84,150,604,1
23,12,837792,47.5412,-122.275,924.6,84,150,562,1
0,2,837792,47.5412,-122.275,13.98,84,150,303,1
0,4,837792,47.5412,-122.275,307.89,84,150,471,1
22,11,837792,47.5412,-122.275,869.72,84,150,523,1
23,11,837792,47.5412,-122.275,974.36,84,150,433,1
0,4,4154,42.1808,-112.262,276.62,58,122,518,1
11,2,4154,42.1808,-112.262,9.38,58,122,333,1
22,8,4154,42.1808,-112.262,718.19,58,122,478,1
1,2,4154,42.1808,-112.262,6.87,58,122,181,1
3,4,4154,42.1808,-112.262,319.86,58,122,477,1
3,4,4154,42.1808,-112.262,308.77,58,122,173,1
19,11,4154,42.1808,-112.262,1039.05,58,122,565,1
22,11,4154,42.1808,-112.262,1009.4,58,122,192,1
3,2,1288,45.671,-121.8686,21.96,84,54,293,1
18,10,1288,45.671,-121.8686,52.12,84,54,670,1
19,10,1288,45.671,-121.8686,47.57,84,54,513,1
22,10,1288,45.671,-121.8686,51.43,84,54,335,1
23,11,1288,45.671,-121.8686,1098.94,84,54,665,1
1,4,1288,45.671,-121.8686,326.03,84,54,483,1
1,4,1288,45.671,-121.8686,307.01,84,54,518,1
22,13,1288,45.671,-121.8686,7.15,84,54,596,1
2,2,4161,47.9657,-116.868,15.49,63,135,274,1
3,2,4161,47.9657,-116.868,5.53,63,135,183,1
10,2,4161,47.9657,-116.868,8.77,63,135,305,1
19,8,4161,47.9657,-116.868,1022.36,63,135,13,1
22,12,4161,47.9657,-116.868,964.94,63,135,231,1
22,11,4161,47.9657,-116.868,994.02,63,135,523,1
22,12,4161,47.9657,-116.868,863.1,63,135,562,1
11,4,4161,47.9657,-116.868,298.21,63,135,71,1
23,13,4161,47.9657,-116.868,10.0,63,135,431,1
16,11,9587,44.8021,-122.7624,1133.52,52,11,370,1
21,11,9587,44.8021,-122.7624,983.38,52,11,155,1
22,7,9587,44.8021,-122.7624,17.15,52,11,571,1
23,11,9587,44.8021,-122.7624,1070.99,52,11,155,1
0,3,9587,44.8021,-122.7624,6.97,52,11,334,1
1,4,9587,44.8021,-122.7624,283.94,52,11,639,1
2,4,9587,44.8021,-122.7624,336.28,52,11,549,1
13,12,9587,44.8021,-122.7624,907.83,52,11,292,1
13,11,9587,44.8021,-122.7624,907.77,52,11,268,1
20,8,9587,44.8021,-122.7624,835.51,52,11,74,1
22,11,9587,44.8021,-122.7624,797.76,52,11,1,1
23,11,9587,44.8021,-122.7624,914.77,52,11,403,1
0,2,1920,55.4732,-133.1171,9.16,23,71,416,1
22,8,1920,55.4732,-133.1171,745.05,23,71,476,1
22,12,1920,55.4732,-133.1171,1318.89,23,71,650,1
22,11,1920,55.4732,-133.1171,984.28,23,71,347,1
22,11,1920,55.4732,-133.1171,1061.37,23,71,564,1
22,11,1920,55.4732,-133.1171,1008.38,23,71,1,1
22,11,1920,55.4732,-133.1171,926.72,23,71,155,1
22,11,1920,55.4732,-133.1171,990.84,23,71,370,1
22,12,1920,55.4732,-133.1171,1118.24,23,71,231,1
23,12,1920,55.4732,-133.1171,1183.93,23,71,247,1
0,4,1920,55.4732,-133.1171,333.42,23,71,483,1
0,4,1920,55.4732,-133.1171,298.76,23,71,599,1
23,11,1920,55.4732,-133.1171,881.12,23,71,192,1
23,8,1920,55.4732,-133.1171,781.06,23,71,13,1
2,2,172817,34.1556,-118.2322,9.79,38,45,255,1
4,2,149,48.8878,-118.2105,13.69,42,148,73,1
21,12,172817,34.1556,-118.2322,959.59,38,45,561,1
22,9,172817,34.1556,-118.2322,9.02,38,45,278,1
23,6,149,48.8878,-118.2105,257.51,42,148,209,1
23,6,149,48.8878,-118.2105,288.17,42,148,205,1
23,0,172817,34.1556,-118.2322,570.37,38,45,451,1
23,11,172817,34.1556,-118.2322,1068.48,38,45,225,1
1,12,149,48.8878,-118.2105,1107.65,42,148,658,1
2,4,172817,34.1556,-118.2322,316.71,38,45,412,1
3,4,149,48.8878,-118.2105,354.08,42,148,367,1
6,4,172817,34.1556,-118.2322,274.68,38,45,684,1
20,11,172817,34.1556,-118.2322,967.36,38,45,642,1
23,10,149,48.8878,-118.2105,21.69,42,148,407,1
23,0,149,48.8878,-118.2105,419.52,42,148,432,1
23,12,172817,34.1556,-118.2322,799.3,38,45,7,1
0,4,1139,40.507,-123.9743,348.31,69,44,570,1
2,4,1139,40.507,-123.9743,335.21,69,44,477,1
2,2,1139,40.507,-123.9743,19.74,69,44,584,1
3,4,1139,40.507,-123.9743,353.58,69,44,684,1
3,2,1139,40.507,-123.9743,19.26,69,44,555,1
6,4,1139,40.507,-123.9743,302.44,69,44,106,1
22,11,1139,40.507,-123.9743,1128.83,69,44,498,1
22,11,1139,40.507,-123.9743,981.4,69,44,61,1
22,11,1139,40.507,-123.9743,901.46,69,44,155,1
23,11,1139,40.507,-123.9743,871.77,69,44,270,1
8,4,1139,40.507,-123.9743,299.2,69,44,88,1
21,12,1139,40.507,-123.9743,1011.85,69,44,157,1
22,12,1139,40.507,-123.9743,866.41,69,44,467,1
22,8,1139,40.507,-123.9743,824.1,69,44,13,1
23,4,1139,40.507,-123.9743,337.77,69,44,133,1
2,2,11256,39.047,-122.9328,10.97,48,131,387,1
3,9,11256,39.047,-122.9328,8.76,48,131,378,1
17,13,11256,39.047,-122.9328,8.96,48,131,172,1
23,6,11256,39.047,-122.9328,261.03,48,131,209,1
1,8,11256,39.047,-122.9328,890.64,48,131,414,1
2,4,11256,39.047,-122.9328,343.37,48,131,444,1
2,1,11256,39.047,-122.9328,101.04,48,131,635,1
3,9,11256,39.047,-122.9328,8.33,48,131,210,1
3,12,11256,39.047,-122.9328,770.65,48,131,5,1
12,13,11256,39.047,-122.9328,7.88,48,131,466,1
22,5,11256,39.047,-122.9328,18.46,48,131,24,1
23,5,11256,39.047,-122.9328,17.35,48,131,569,1
23,5,11256,39.047,-122.9328,19.45,48,131,646,1
16,13,964,39.7795,-93.3014,440.56,46,157,54,0
16,5,5662,35.7206,-108.0271,60.39,31,98,336,0
16,6,1631,40.1362,-95.2138,16.13,67,49,137,0
16,11,94014,38.4549,-122.2564,6.7,35,48,155,0
17,9,93193,33.9143,-118.3493,55.61,25,7,625,0
17,12,9772,38.5677,-109.5271,2.58,31,111,474,0
17,12,545147,38.9621,-94.5959,53.52,33,76,204,0
17,10,34882,34.3795,-118.523,81.53,49,93,152,0
17,7,190249,33.6773,-118.0051,44.61,44,42,371,0
17,6,128,40.0235,-120.7986,110.1,54,81,209,0
17,0,34882,34.3795,-118.523,55.59,49,93,375,0
17,7,73,41.4193,-99.3844,9.07,85,133,592,0
17,7,331,40.4542,-98.6538,37.8,70,154,572,0
17,11,1661,33.6401,-116.5567,8.98,32,43,631,0
17,1,107941,37.6787,-122.478,6.29,29,3,46,0
17,5,1146,39.3465,-90.9362,173.77,91,84,83,0
17,5,1645,43.0048,-108.8964,75.14,44,88,406,0
17,12,320420,39.5994,-105.0044,258.91,45,160,658,0
17,7,84106,43.6498,-116.4306,82.72,49,104,608,0
17,1,2368,38.7897,-93.8702,40.75,31,83,425,0
17,7,1063,41.6964,-96.9858,64.67,92,140,244,0
17,7,92608,38.577,-90.5255,47.06,19,14,550,0
17,6,519,40.4931,-91.8912,18.02,54,158,674,0
17,6,299480,45.6892,-122.6616,23.44,35,153,674,0
17,1,1490,20.0271,-155.3697,20.6,29,34,311,0
17,9,149,48.8878,-118.2105,143.71,42,148,363,0
17,10,8874,33.3305,-105.6933,13.26,20,109,223,0
17,12,1749,41.366,-98.0054,1.17,47,38,265,0
18,9,46,38.9999,-109.615,12.41,33,37,15,0
18,0,258,37.7175,-112.4777,122.6,59,91,315,0
18,11,302,40.3207,-110.436,9.46,30,30,212,0
18,0,5662,35.7206,-108.0271,2.51,31,98,125,0
18,7,260,43.7857,-124.1437,13.64,64,16,211,0
18,10,973849,37.3304,-121.7913,4.02,23,91,488,0
18,6,271,39.7417,-93.6289,24.6,48,106,685,0
18,10,54287,33.7467,-117.1721,12.56,48,5,401,0
18,11,7268,34.9889,-106.0609,4.24,32,41,225,0
18,5,1420,43.921,-122.7806,27.08,55,149,352,0
18,0,331,40.4542,-98.6538,21.41,70,154,491,0
18,7,2368,38.7897,-93.8702,66.84,31,83,275,0
18,6,4161,47.9657,-116.868,68.53,63,135,120,0
18,6,584,47.4852,-120.4158,8.28,51,115,207,0
18,13,92043,34.0287,-118.4924,6.26,59,4,465,0
18,6,1847,38.2911,-92.7059,62.57,32,152,291,0
18,10,198,38.046,-122.1866,9.77,61,51,335,0
18,1,1517,40.8731,-96.1528,71.33,69,78,341,0
18,6,6703,38.3511,-91.4867,6.48,22,123,246,0
18,10,128,40.0235,-120.7986,145.53,54,81,600,0
18,1,545147,38.9621,-94.5959,119.24,33,76,450,0
18,6,1420,43.921,-122.7806,1.76,55,149,552,0
18,7,128,40.0235,-120.7986,19.87,54,81,182,0
18,6,123,36.4992,-120.0936,60.58,47,79,35,0
18,10,35371,41.4247,-105.4781,73.98,32,27,547,0
18,7,54287,33.7467,-117.1721,5.36,48,5,115,0
18,6,84106,43.6498,-116.4306,69.08,49,104,619,0
18,1,123,36.4992,-120.0936,54.62,47,79,611,0
18,12,172817,34.1556,-118.2322,4.09,38,45,446,0
18,13,2872,33.2887,-111.0985,6.06,33,128,363,0
19,6,107941,37.6787,-122.478,87.34,29,3,250,0
19,0,11256,39.047,-122.9328,100.59,48,131,491,0
19,6,241,42.73,-104.7024,1.56,40,82,291,0
19,7,42384,40.3928,-111.7941,25.47,28,90,201,0
19,1,2078,41.71,-111.9817,14.93,57,31,614,0
19,12,85,48.34,-122.3456,9.55,36,29,231,0
19,7,760,36.7651,-94.0492,11.64,35,135,386,0
19,1,463,40.4591,-98.5551,85.97,72,25,450,0
19,12,320420,39.5994,-105.0044,50.41,45,160,554,0
19,5,6703,38.3511,-91.4867,37.56,22,123,646,0
19,0,92608,38.577,-90.5255,57.97,19,14,531,0
19,6,1288,45.671,-121.8686,96.8,84,54,266,0
19,10,18408,35.9866,-106.0654,17.26,48,95,603,0
19,6,519,40.4931,-91.8912,102.1,54,158,508,0
19,9,6703,38.3511,-91.4867,5.11,22,123,634,0
19,11,54287,33.7467,-117.1721,340.06,48,5,225,0
19,0,28278,45.3099,-122.9685,30.68,43,142,39,0
19,10,895,47.2271,-117.0819,9.62,21,69,232,0
19,6,463,40.4591,-98.5551,67.68,72,25,82,0
19,13,241,37.3272,-91.0243,8.55,46,105,298,0
19,1,917,44.453,-123.1065,12.2,25,139,217,0
19,12,42384,40.3928,-111.7941,6.26,28,90,527,0
19,11,84106,43.6498,-116.4306,4.39,49,104,177,0
19,13,841711,45.5303,-122.7033,2.54,57,12,99,0
19,1,11256,39.047,-122.9328,111.38,48,131,168,0
20,11,757530,38.5662,-121.3286,4.18,41,112,79,0
20,7,320420,39.5994,-105.0044,281.27,45,160,136,0
20,10,241,37.3272,-91.0243,25.19,46,105,407,0
20,11,545147,38.9621,-94.5959,52.34,33,76,79,0
20,11,34882,34.3795,-118.523,22.21,49,93,270,0
20,10,917,44.453,-123.1065,5.07,25,139,585,0
20,6,525713,38.8881,-104.6556,12.95,28,119,542,0
20,7,308,41.5403,-122.9366,19.37,62,56,264,0
20,6,641,42.8801,-117.281,69.58,27,80,220,0
20,10,50489,47.4974,-122.0107,235.88,36,127,152,0
20,5,1490,20.0271,-155.3697,57.69,29,34,691,0
20,5,832,38.5234,-120.6763,74.05,33,99,28,0
20,10,1789,41.1558,-101.136,101.32,38,103,533,0
20,7,7268,34.9889,-106.0609,30.11,32,41,601,0
20,5,34882,34.3795,-118.523,13.46,49,93,646,0
20,12,84106,43.6498,-116.4306,192.64,49,104,499,0
20,7,299480,45.6892,-122.6616,62.93,35,153,107,0
20,5,759,46.7531,-121.9898,63.88,64,159,589,0
20,0,1789,41.1558,-101.136,7.44,38,103,25,0
20,10,519,40.4931,-91.8912,62.62,54,158,434,0
20,1,2368,38.7897,-93.8702,32.68,31,83,311,0
20,11,973849,37.3304,-121.7913,7.04,23,91,221,0
20,5,1789,41.1558,-101.136,17.32,38,103,582,0
20,13,1645,43.0048,-108.8964,5.49,34,102,502,0
20,1,129,44.6255,-116.4493,2.59,55,58,425,0
20,12,151815,38.2352,-104.66,1.97,32,89,128,0
20,0,1645,43.0048,-108.8964,74.52,34,102,70,0
20,5,206,40.9207,-96.168,31.35,53,97,418,0
20,0,757530,38.5662,-121.3286,5.67,41,112,362,0
20,7,198,38.046,-122.1866,56.5,61,51,264,0
20,0,606,36.6659,-105.4694,10.6,32,36,302,0
20,6,389246,39.6662,-104.835,124.34,51,32,82,0
20,7,1019,36.7154,-89.6287,64.34,41,46,404,0
20,12,302,40.3207,-110.436,8.94,30,30,204,0
20,10,509,41.4972,-98.7858,43.69,40,24,254,0
20,9,46,38.9999,-109.615,4.34,33,37,197,0
21,5,602,40.029,-93.1607,54.8,66,77,345,0
21,9,85,48.34,-122.3456,398.61,36,29,16,0
21,10,1745,41.6414,-96.5232,1.82,47,10,600,0
21,10,241,42.73,-104.7024,79.93,40,82,533,0
21,1,493,40.2967,-98.737,42.41,80,37,312,0
21,5,1302,45.8289,-118.4971,74.23,44,78,418,0
21,5,35371,41.4247,-105.4781,60.06,32,27,186,0
21,0,1302,45.8289,-118.4971,67.93,44,78,309,0
21,10,84106,43.6498,-116.4306,40.27,49,104,670,0
21,6,123,36.4992,-120.0936,69.27,47,79,484,0
21,5,1847,38.2911,-92.7059,51.06,32,152,18,0
